date,tactic,state,campaign,impression,clicks,spend,attributed_revenue
2025-05-31,Shopping,NY,FAC_Camp_2,1784,92,47.31,110.26
2025-05-31,Display,CA,FAC_Camp_7,17921,888,1948.51,5456.71
2025-06-01,Video,FL,FAC_Camp_4,3368,29,32.27,26.36
2025-06-01,Display,IL,FAC_Camp_2,14121,411,717.47,1043.74
2025-06-02,Shopping,CA,FAC_Camp_2,10907,77,69.11,133.75
2025-06-02,Social,TX,FAC_Camp_5,4051,235,294.15,775.57
2025-06-02,Video,CA,FAC_Camp_7,8079,363,887.34,1674.85
2025-06-03,Search,FL,FAC_Camp_3,6177,57,14.72,42.9
2025-06-03,Search,IL,FAC_Camp_5,19048,276,154.51,197.09
2025-06-03,Shopping,TX,FAC_Camp_5,14184,815,1546.19,3053.75
2025-06-03,Social,IL,FAC_Camp_4,2679,36,17.15,25.49
2025-06-04,Display,NY,FAC_Camp_1,19525,1016,1847.51,3308.15
2025-06-04,Display,FL,FAC_Camp_5,5452,146,236.0,509.93
2025-06-04,Social,NY,FAC_Camp_7,12922,422,915.71,2028.29
2025-06-04,Display,TX,FAC_Camp_1,17347,645,1523.83,3083.61
2025-06-05,Search,NY,FAC_Camp_1,6052,211,499.09,792.57
2025-06-05,Display,TX,FAC_Camp_3,11636,195,208.2,164.4
2025-06-06,Social,NY,FAC_Camp_1,17281,734,721.84,938.1
2025-06-06,Shopping,IL,FAC_Camp_5,6745,267,592.26,1415.89
2025-06-06,Video,FL,FAC_Camp_1,12657,358,539.72,1092.73
2025-06-06,Shopping,FL,FAC_Camp_2,6104,291,286.3,813.3
2025-06-07,Search,FL,FAC_Camp_7,6644,303,226.63,355.53
2025-06-07,Shopping,CA,FAC_Camp_1,18749,400,171.99,141.55
2025-06-08,Video,NY,FAC_Camp_4,5360,120,286.22,826.14
2025-06-08,Video,IL,FAC_Camp_7,9335,276,241.33,351.36
2025-06-08,Display,IL,FAC_Camp_4,2167,104,42.62,78.3
2025-06-08,Search,NY,FAC_Camp_3,6334,221,402.97,1179.86
2025-06-09,Display,CA,FAC_Camp_4,8056,85,33.44,77.32
2025-06-09,Shopping,CA,FAC_Camp_2,18924,628,462.47,942.05
2025-06-09,Social,FL,FAC_Camp_6,9691,174,398.06,820.54
2025-06-10,Video,TX,FAC_Camp_3,7588,195,355.23,451.88
2025-06-10,Shopping,CA,FAC_Camp_5,5748,156,236.24,567.98
2025-06-10,Search,CA,FAC_Camp_7,7530,279,673.23,1051.72
2025-06-10,Shopping,IL,FAC_Camp_1,6029,174,355.8,1049.32
2025-06-11,Display,CA,FAC_Camp_5,12003,108,159.18,466.3
2025-06-11,Video,CA,FAC_Camp_1,6645,140,348.66,802.94
2025-06-11,Social,IL,FAC_Camp_3,14323,826,275.13,442.24
2025-06-11,Social,FL,FAC_Camp_2,14659,594,649.25,797.02
2025-06-12,Search,IL,FAC_Camp_1,5835,345,622.99,1204.25
2025-06-12,Display,TX,FAC_Camp_4,3779,75,37.97,33.23
2025-06-13,Shopping,IL,FAC_Camp_7,11136,311,729.38,1963.45
2025-06-13,Search,TX,FAC_Camp_7,2015,51,105.28,312.76
2025-06-14,Search,NY,FAC_Camp_2,5158,137,288.67,579.91
2025-06-14,Social,CA,FAC_Camp_1,8266,102,23.61,20.62
2025-06-15,Shopping,NY,FAC_Camp_7,10860,649,958.89,2367.18
2025-06-15,Shopping,IL,FAC_Camp_2,14456,263,176.63,225.79
2025-06-16,Display,NY,FAC_Camp_1,5976,278,85.59,112.8
2025-06-16,Social,IL,FAC_Camp_2,11357,576,522.94,1347.98
2025-06-16,Shopping,IL,FAC_Camp_6,5858,159,80.81,61.92
2025-06-17,Display,TX,FAC_Camp_2,16781,653,1603.16,3364.39
2025-06-17,Social,NY,FAC_Camp_3,11209,270,373.19,933.87
2025-06-17,Display,CA,FAC_Camp_3,11320,647,348.26,985.98
2025-06-18,Video,TX,FAC_Camp_2,8941,286,273.45,589.78
2025-06-18,Social,FL,FAC_Camp_7,18144,549,848.18,1374.64
2025-06-19,Display,TX,FAC_Camp_3,19271,598,1037.76,1137.73
2025-06-19,Shopping,CA,FAC_Camp_3,13891,335,91.51,179.55
2025-06-20,Display,CA,FAC_Camp_6,19977,241,231.17,332.8
2025-06-20,Shopping,CA,FAC_Camp_7,6240,267,367.61,390.05
2025-06-20,Display,FL,FAC_Camp_2,14568,140,220.32,654.0
2025-06-21,Video,TX,FAC_Camp_6,12479,556,190.92,198.52
2025-06-21,Display,TX,FAC_Camp_7,18302,606,862.86,816.69
2025-06-21,Search,CA,FAC_Camp_3,4086,43,81.53,91.25
2025-06-21,Social,CA,FAC_Camp_7,7229,166,78.93,216.92
2025-06-22,Display,CA,FAC_Camp_3,17616,571,228.35,441.94
2025-06-22,Display,TX,FAC_Camp_4,7738,199,194.25,537.91
2025-06-22,Shopping,FL,FAC_Camp_3,18260,423,992.99,712.3
2025-06-23,Video,IL,FAC_Camp_3,11589,168,380.11,336.22
2025-06-23,Social,CA,FAC_Camp_4,10111,112,124.89,365.9
2025-06-23,Video,NY,FAC_Camp_6,19935,892,1862.48,4381.39
2025-06-24,Social,CA,FAC_Camp_5,7469,434,796.47,923.0
2025-06-24,Video,FL,FAC_Camp_4,3048,117,101.07,205.86
2025-06-24,Shopping,NY,FAC_Camp_5,19410,731,766.99,1338.26
2025-06-24,Shopping,CA,FAC_Camp_4,8041,182,375.41,482.65
2025-06-25,Search,IL,FAC_Camp_1,19378,601,958.01,2420.76
2025-06-25,Search,NY,FAC_Camp_6,13219,767,372.67,887.33
2025-06-26,Video,CA,FAC_Camp_3,19944,912,1387.41,3657.5
2025-06-26,Social,CA,FAC_Camp_5,16524,822,1422.02,2706.18
2025-06-26,Video,IL,FAC_Camp_5,18449,490,1018.31,1741.32
2025-06-26,Search,NY,FAC_Camp_6,6984,322,436.71,538.94
2025-06-27,Video,TX,FAC_Camp_5,4687,82,118.78,201.04
2025-06-27,Video,FL,FAC_Camp_2,16374,873,1169.36,2812.73
2025-06-27,Search,FL,FAC_Camp_5,11789,546,997.03,2483.32
2025-06-28,Social,IL,FAC_Camp_2,5612,298,294.06,761.29
2025-06-28,Social,FL,FAC_Camp_4,8863,289,416.65,757.73
2025-06-28,Video,TX,FAC_Camp_5,16770,675,1212.35,2361.98
2025-06-29,Display,TX,FAC_Camp_4,13298,767,757.65,926.54
2025-06-29,Social,TX,FAC_Camp_4,11457,426,580.87,1223.51
2025-06-30,Search,TX,FAC_Camp_5,6959,284,560.58,875.18
2025-06-30,Shopping,IL,FAC_Camp_5,12559,643,1475.41,1449.54
2025-07-01,Video,IL,FAC_Camp_6,15755,186,431.14,1164.41
2025-07-01,Search,TX,FAC_Camp_7,10524,246,503.45,357.78
2025-07-01,Video,NY,FAC_Camp_7,17920,940,2183.44,3867.11
2025-07-02,Search,FL,FAC_Camp_1,7783,135,167.48,171.49
2025-07-02,Social,NY,FAC_Camp_6,14472,360,552.73,1190.7
2025-07-02,Social,IL,FAC_Camp_5,18350,1076,1351.11,2677.63
2025-07-02,Video,IL,FAC_Camp_1,10984,242,269.55,453.28
2025-07-03,Video,NY,FAC_Camp_5,10692,331,496.21,422.34
2025-07-03,Social,CA,FAC_Camp_2,7645,223,250.15,497.09
2025-07-04,Display,FL,FAC_Camp_7,9038,419,346.22,956.98
2025-07-04,Search,CA,FAC_Camp_1,15422,907,1933.28,5208.42
2025-07-05,Search,IL,FAC_Camp_3,15295,241,328.4,679.33
2025-07-05,Video,FL,FAC_Camp_3,8218,336,251.27,233.36
2025-07-05,Display,NY,FAC_Camp_4,9356,119,135.03,195.14
2025-07-05,Social,IL,FAC_Camp_7,17032,279,72.83,81.37
2025-07-06,Display,TX,FAC_Camp_2,11112,555,547.33,709.71
2025-07-06,Search,NY,FAC_Camp_7,12382,244,399.07,655.13
2025-07-06,Search,NY,FAC_Camp_5,8083,138,336.92,840.09
2025-07-07,Search,NY,FAC_Camp_3,17086,837,985.98,741.14
2025-07-07,Social,NY,FAC_Camp_5,2304,44,22.9,60.01
2025-07-07,Shopping,NY,FAC_Camp_2,12372,532,942.34,2442.49
2025-07-08,Shopping,NY,FAC_Camp_6,8184,223,299.75,706.35
2025-07-08,Social,IL,FAC_Camp_6,19458,1060,2342.54,4858.55
2025-07-09,Display,NY,FAC_Camp_5,9646,352,748.93,1220.81
2025-07-09,Display,IL,FAC_Camp_4,6941,316,123.38,257.52
2025-07-10,Display,IL,FAC_Camp_3,7819,348,307.42,615.68
2025-07-10,Search,TX,FAC_Camp_1,8715,302,172.93,455.76
2025-07-11,Search,CA,FAC_Camp_3,1481,58,74.86,111.7
2025-07-11,Video,NY,FAC_Camp_1,1060,45,54.0,68.4
2025-07-12,Shopping,FL,FAC_Camp_4,9363,545,115.59,108.32
2025-07-12,Search,FL,FAC_Camp_3,5090,294,593.01,1356.98
2025-07-13,Search,NY,FAC_Camp_3,6895,276,537.04,1270.33
2025-07-13,Display,CA,FAC_Camp_1,12918,557,177.5,397.74
2025-07-13,Display,TX,FAC_Camp_7,17774,122,220.1,304.6
2025-07-14,Video,NY,FAC_Camp_5,7737,355,115.81,202.3
2025-07-14,Video,IL,FAC_Camp_7,10374,259,385.8,696.93
2025-07-14,Search,FL,FAC_Camp_3,3983,116,131.12,264.41
2025-07-14,Display,FL,FAC_Camp_5,16317,367,601.71,1647.33
2025-07-15,Shopping,IL,FAC_Camp_2,9502,288,713.6,499.91
2025-07-15,Shopping,CA,FAC_Camp_2,16775,944,340.85,246.03
2025-07-15,Search,NY,FAC_Camp_5,9436,296,454.58,602.26
2025-07-16,Shopping,NY,FAC_Camp_1,4430,149,280.75,198.69
2025-07-16,Search,CA,FAC_Camp_4,1145,20,5.94,4.4
2025-07-16,Video,FL,FAC_Camp_1,10155,172,410.2,1029.03
2025-07-17,Social,TX,FAC_Camp_7,9202,503,1244.99,3000.07
2025-07-17,Display,TX,FAC_Camp_4,17220,701,1120.05,2104.78
2025-07-17,Shopping,IL,FAC_Camp_2,18208,311,195.56,487.54
2025-07-18,Shopping,TX,FAC_Camp_7,1726,92,214.71,641.62
2025-07-18,Video,IL,FAC_Camp_2,19850,927,1669.39,1759.47
2025-07-18,Video,CA,FAC_Camp_5,11222,77,173.89,465.73
2025-07-19,Search,IL,FAC_Camp_3,18602,1070,2335.7,5983.8
2025-07-19,Video,IL,FAC_Camp_3,18338,375,292.91,208.46
2025-07-19,Shopping,IL,FAC_Camp_2,10105,95,67.11,152.44
2025-07-19,Display,TX,FAC_Camp_1,6233,200,261.07,538.47
2025-07-20,Search,TX,FAC_Camp_3,2312,123,250.19,554.03
2025-07-20,Social,TX,FAC_Camp_3,19088,446,334.05,948.44
2025-07-20,Display,NY,FAC_Camp_6,17106,989,1256.6,3420.29
2025-07-21,Shopping,IL,FAC_Camp_5,4741,260,52.67,104.25
2025-07-21,Search,CA,FAC_Camp_4,1294,20,7.87,11.42
2025-07-21,Video,NY,FAC_Camp_7,8009,319,459.99,1147.05
2025-07-21,Shopping,IL,FAC_Camp_1,10439,534,588.44,654.84
2025-07-22,Search,FL,FAC_Camp_4,8059,345,122.83,171.01
2025-07-22,Display,NY,FAC_Camp_6,9073,281,93.63,81.63
2025-07-22,Social,IL,FAC_Camp_6,5799,244,299.07,654.79
2025-07-23,Display,NY,FAC_Camp_5,12296,280,370.69,916.32
2025-07-23,Shopping,IL,FAC_Camp_2,14025,839,990.2,1721.16
2025-07-23,Video,TX,FAC_Camp_3,19207,183,323.02,712.38
2025-07-23,Shopping,TX,FAC_Camp_1,12645,168,200.65,575.93
2025-07-24,Shopping,TX,FAC_Camp_3,6626,182,410.67,504.67
2025-07-24,Video,FL,FAC_Camp_1,9984,442,660.49,1178.66
2025-07-24,Display,FL,FAC_Camp_6,18368,969,1924.6,4759.77
2025-07-25,Social,CA,FAC_Camp_3,18343,388,891.32,2607.36
2025-07-25,Search,FL,FAC_Camp_6,12536,481,370.05,734.31
2025-07-25,Shopping,CA,FAC_Camp_7,6109,140,218.06,369.93
2025-07-25,Search,CA,FAC_Camp_5,18773,1100,2046.38,4524.67
2025-07-26,Search,FL,FAC_Camp_1,18162,570,251.56,316.14
2025-07-26,Display,CA,FAC_Camp_4,3720,133,29.59,42.93
2025-07-26,Display,NY,FAC_Camp_1,15056,365,100.87,88.84
2025-07-27,Video,IL,FAC_Camp_2,17369,871,256.7,575.49
2025-07-27,Search,NY,FAC_Camp_3,18018,121,284.75,233.36
2025-07-27,Video,TX,FAC_Camp_4,4911,217,443.54,656.77
2025-07-28,Display,TX,FAC_Camp_2,17405,520,873.72,1669.44
2025-07-28,Video,NY,FAC_Camp_2,16349,615,1042.84,1879.55
2025-07-28,Video,FL,FAC_Camp_3,5780,86,173.4,384.09
2025-07-29,Video,TX,FAC_Camp_6,8057,329,317.26,617.93
2025-07-29,Search,FL,FAC_Camp_4,15025,408,288.57,479.7
2025-07-29,Shopping,FL,FAC_Camp_1,8005,463,535.5,1417.13
2025-07-30,Social,NY,FAC_Camp_4,1955,14,30.72,62.39
2025-07-30,Display,TX,FAC_Camp_5,13003,689,1565.14,2613.72
2025-07-30,Shopping,CA,FAC_Camp_3,13473,743,508.6,1084.75
2025-07-31,Shopping,IL,FAC_Camp_2,13765,204,152.26,446.76
2025-07-31,Search,FL,FAC_Camp_6,5648,105,231.29,398.79
2025-07-31,Display,TX,FAC_Camp_2,4814,67,73.67,215.83
2025-07-31,Video,NY,FAC_Camp_5,11238,419,660.78,1065.39
2025-08-01,Search,CA,FAC_Camp_6,17653,409,503.97,1128.69
2025-08-01,Social,FL,FAC_Camp_5,16635,621,1479.06,1894.4
2025-08-01,Search,FL,FAC_Camp_1,4178,190,328.08,587.8
2025-08-01,Display,NY,FAC_Camp_4,18774,990,666.7,638.31
2025-08-02,Shopping,TX,FAC_Camp_7,1281,9,4.33,7.53
2025-08-02,Display,TX,FAC_Camp_5,10200,379,675.71,1090.58
2025-08-03,Video,NY,FAC_Camp_6,13504,542,1190.35,2078.23
2025-08-03,Social,NY,FAC_Camp_7,8595,294,143.83,144.58
2025-08-03,Shopping,IL,FAC_Camp_2,18275,768,1866.85,1709.98
2025-08-03,Video,NY,FAC_Camp_7,13373,254,437.33,1290.5
2025-08-04,Video,CA,FAC_Camp_2,16504,836,1829.67,4514.88
2025-08-04,Shopping,CA,FAC_Camp_6,4072,68,116.65,187.33
2025-08-04,Search,CA,FAC_Camp_2,9125,375,936.99,759.79
2025-08-05,Video,FL,FAC_Camp_1,13975,648,264.45,360.7
2025-08-05,Display,NY,FAC_Camp_2,16740,788,1835.29,3134.3
2025-08-06,Search,IL,FAC_Camp_1,16638,481,1000.97,977.43
2025-08-06,Search,CA,FAC_Camp_7,5806,208,223.59,438.58
2025-08-07,Display,NY,FAC_Camp_3,15437,139,220.72,493.73
2025-08-07,Social,IL,FAC_Camp_6,13040,337,736.57,1394.98
2025-08-08,Social,FL,FAC_Camp_2,5760,149,166.48,338.69
2025-08-08,Video,TX,FAC_Camp_7,9234,434,898.32,2112.56
2025-08-09,Search,FL,FAC_Camp_5,1406,40,90.5,78.19
2025-08-09,Display,IL,FAC_Camp_3,5146,42,98.67,148.87
2025-08-10,Display,FL,FAC_Camp_4,4610,258,367.44,748.16
2025-08-10,Video,FL,FAC_Camp_6,10873,293,716.82,1858.93
2025-08-11,Shopping,NY,FAC_Camp_7,8052,122,107.26,270.81
2025-08-11,Shopping,NY,FAC_Camp_4,10667,104,215.93,336.65
2025-08-11,Social,CA,FAC_Camp_7,12130,62,103.38,194.86
2025-08-12,Search,NY,FAC_Camp_1,17393,254,261.56,728.07
2025-08-12,Display,CA,FAC_Camp_3,2316,50,94.18,250.3
2025-08-12,Search,TX,FAC_Camp_2,6010,236,292.42,599.23
2025-08-13,Video,FL,FAC_Camp_1,18014,620,378.46,536.74
2025-08-13,Display,TX,FAC_Camp_7,10160,269,421.6,776.82
2025-08-13,Display,IL,FAC_Camp_7,12543,151,66.36,157.01
2025-08-14,Search,TX,FAC_Camp_4,14031,568,891.89,1447.3
2025-08-14,Social,IL,FAC_Camp_6,3472,135,164.37,429.55
2025-08-14,Video,FL,FAC_Camp_4,4610,185,152.37,314.41
2025-08-15,Search,TX,FAC_Camp_2,8426,130,41.65,65.41
2025-08-15,Social,IL,FAC_Camp_2,10686,326,110.29,219.84
2025-08-16,Search,FL,FAC_Camp_5,11526,536,317.37,521.06
2025-08-16,Shopping,FL,FAC_Camp_1,14711,611,1240.05,3512.45
2025-08-17,Display,CA,FAC_Camp_6,9555,175,305.3,278.96
2025-08-17,Social,CA,FAC_Camp_5,12023,395,223.73,189.09
2025-08-17,Video,TX,FAC_Camp_7,19792,194,456.87,901.74
2025-08-17,Video,TX,FAC_Camp_4,10917,323,510.78,963.36
2025-08-18,Display,NY,FAC_Camp_6,6435,333,226.3,642.78
2025-08-18,Video,FL,FAC_Camp_5,2826,118,168.12,396.64
2025-08-18,Video,NY,FAC_Camp_6,9264,210,53.06,55.91
2025-08-18,Shopping,CA,FAC_Camp_6,6907,252,591.01,1195.54
2025-08-19,Search,IL,FAC_Camp_6,5917,299,278.17,804.31
2025-08-19,Social,IL,FAC_Camp_5,19913,174,45.13,45.62
2025-08-19,Social,NY,FAC_Camp_4,8967,105,164.52,469.51
2025-08-19,Social,TX,FAC_Camp_5,3494,140,97.56,207.32
2025-08-20,Video,NY,FAC_Camp_3,14828,710,892.85,744.44
2025-08-20,Video,FL,FAC_Camp_5,6078,110,57.99,56.78
2025-08-20,Social,IL,FAC_Camp_1,15083,902,1869.06,3953.07
2025-08-20,Social,IL,FAC_Camp_4,1419,48,56.64,56.68
2025-08-21,Display,TX,FAC_Camp_7,2549,37,40.34,117.66
2025-08-21,Shopping,CA,FAC_Camp_5,19677,953,1466.61,3323.69
2025-08-21,Social,CA,FAC_Camp_5,15828,928,1896.4,5512.88
2025-08-21,Shopping,NY,FAC_Camp_3,5795,234,315.54,413.94
2025-08-22,Social,IL,FAC_Camp_4,5719,260,336.66,526.72
2025-08-22,Search,CA,FAC_Camp_6,11636,143,62.2,137.77
2025-08-22,Social,IL,FAC_Camp_2,17955,165,139.02,394.78
2025-08-23,Social,IL,FAC_Camp_7,18159,984,1637.71,3458.92
2025-08-23,Shopping,CA,FAC_Camp_3,15916,725,999.13,2262.55
2025-08-23,Shopping,FL,FAC_Camp_7,4456,39,14.19,10.33
2025-08-23,Video,TX,FAC_Camp_5,13089,397,984.82,2888.21
2025-08-24,Social,CA,FAC_Camp_3,9964,411,804.76,1053.92
2025-08-24,Social,CA,FAC_Camp_7,3376,87,58.56,57.34
2025-08-24,Shopping,FL,FAC_Camp_1,13504,461,136.68,400.13
2025-08-24,Social,NY,FAC_Camp_4,6978,410,649.57,1324.84
2025-08-25,Video,FL,FAC_Camp_2,14070,156,245.95,225.91
2025-08-25,Social,TX,FAC_Camp_2,8128,113,93.76,265.82
2025-08-25,Search,FL,FAC_Camp_6,19544,791,678.35,1747.89
2025-08-25,Social,TX,FAC_Camp_1,12182,229,443.48,780.19
2025-08-26,Shopping,FL,FAC_Camp_6,11773,408,764.71,725.15
2025-08-26,Shopping,TX,FAC_Camp_3,16921,283,385.86,1016.21
2025-08-26,Shopping,FL,FAC_Camp_5,2724,124,199.33,188.1
2025-08-27,Search,FL,FAC_Camp_1,4300,59,74.43,53.7
2025-08-27,Display,NY,FAC_Camp_5,17898,1065,455.94,740.19
2025-08-27,Video,NY,FAC_Camp_3,3520,125,235.76,499.05
2025-08-27,Display,NY,FAC_Camp_1,3159,151,222.68,158.55
2025-08-28,Video,TX,FAC_Camp_4,18421,851,1655.16,3741.11
2025-08-28,Video,NY,FAC_Camp_5,18081,456,561.7,1326.04
2025-08-28,Social,FL,FAC_Camp_5,8909,246,442.78,313.22
2025-08-29,Video,IL,FAC_Camp_5,16379,444,981.6,1838.78
2025-08-29,Display,TX,FAC_Camp_2,7643,273,433.53,977.99
2025-08-30,Shopping,FL,FAC_Camp_4,12154,393,148.25,123.74
2025-08-30,Shopping,FL,FAC_Camp_6,6093,100,209.78,397.89
2025-08-30,Video,FL,FAC_Camp_6,7256,209,84.39,101.89
2025-08-30,Search,FL,FAC_Camp_3,10518,630,1478.08,3219.11
2025-08-31,Display,IL,FAC_Camp_3,2733,162,310.81,746.56
2025-08-31,Shopping,CA,FAC_Camp_1,9329,218,56.74,42.88
2025-08-31,Display,TX,FAC_Camp_3,19284,926,304.76,811.05
2025-08-31,Shopping,FL,FAC_Camp_5,8999,137,280.31,491.62
2025-09-01,Social,CA,FAC_Camp_2,16078,879,2014.31,5024.68
2025-09-01,Search,FL,FAC_Camp_6,18069,696,355.87,864.11
2025-09-01,Video,FL,FAC_Camp_5,16261,334,101.06,79.18
2025-09-02,Shopping,FL,FAC_Camp_2,3014,89,176.79,150.33
2025-09-02,Display,CA,FAC_Camp_3,3643,142,211.95,317.0
2025-09-02,Shopping,NY,FAC_Camp_3,15289,692,1011.11,1005.42
2025-09-03,Display,IL,FAC_Camp_4,4959,95,178.68,528.35
2025-09-03,Shopping,FL,FAC_Camp_3,2753,42,41.08,57.92
2025-09-03,Display,CA,FAC_Camp_1,7588,85,46.57,56.73
2025-09-04,Display,TX,FAC_Camp_6,3336,112,51.96,139.17
2025-09-04,Display,CA,FAC_Camp_1,12861,452,727.57,887.74
2025-09-04,Display,NY,FAC_Camp_2,14140,180,310.97,372.23
2025-09-04,Social,TX,FAC_Camp_3,13924,643,558.35,1401.48
2025-09-05,Shopping,FL,FAC_Camp_3,2727,132,177.37,262.77
2025-09-05,Shopping,FL,FAC_Camp_2,10283,479,668.01,782.39
2025-09-05,Display,CA,FAC_Camp_4,1781,32,39.61,117.46
2025-09-06,Display,FL,FAC_Camp_2,17280,175,173.32,233.91
2025-09-06,Shopping,TX,FAC_Camp_3,16795,501,558.1,510.57
2025-09-06,Search,FL,FAC_Camp_3,3551,54,22.48,34.18
2025-09-06,Display,NY,FAC_Camp_5,8239,402,446.51,1252.33
2025-09-07,Display,TX,FAC_Camp_4,15721,352,764.37,2128.11
2025-09-07,Social,TX,FAC_Camp_6,12168,461,127.6,196.06
2025-09-07,Search,FL,FAC_Camp_5,3307,161,390.56,1043.11
2025-09-08,Shopping,IL,FAC_Camp_6,13150,765,888.05,2631.7
2025-09-08,Video,IL,FAC_Camp_2,2283,136,333.68,737.14
2025-09-08,Shopping,TX,FAC_Camp_1,11592,76,159.05,188.07
2025-09-08,Video,FL,FAC_Camp_5,12739,664,1383.67,2689.61
2025-09-09,Video,FL,FAC_Camp_3,14675,444,454.18,834.19
2025-09-09,Search,IL,FAC_Camp_4,10177,187,85.98,77.43
2025-09-10,Search,CA,FAC_Camp_4,11785,284,350.97,850.15
2025-09-10,Shopping,NY,FAC_Camp_5,19058,979,767.68,592.32
2025-09-10,Search,FL,FAC_Camp_2,5578,238,85.72,94.48
2025-09-10,Search,IL,FAC_Camp_4,4830,98,164.51,377.8
2025-09-11,Search,TX,FAC_Camp_1,18332,750,1768.58,4781.83
2025-09-11,Video,TX,FAC_Camp_4,11449,467,1032.41,723.13
2025-09-11,Video,TX,FAC_Camp_2,16223,419,302.3,476.94
2025-09-11,Display,CA,FAC_Camp_6,7142,79,92.58,73.75
2025-09-12,Shopping,CA,FAC_Camp_6,16282,821,1484.72,3905.94
2025-09-12,Shopping,IL,FAC_Camp_3,14947,756,640.71,1734.62
2025-09-12,Search,TX,FAC_Camp_4,11704,214,48.91,86.97
2025-09-12,Video,FL,FAC_Camp_5,19146,334,627.78,1304.06
2025-09-13,Shopping,CA,FAC_Camp_1,8804,331,745.51,839.64
2025-09-13,Shopping,FL,FAC_Camp_6,1778,106,229.82,436.5
2025-09-13,Search,FL,FAC_Camp_5,11178,356,675.12,1288.16
2025-09-14,Social,FL,FAC_Camp_1,18111,1042,268.66,617.18
2025-09-14,Shopping,TX,FAC_Camp_6,17910,682,1536.41,2642.28
2025-09-14,Social,IL,FAC_Camp_6,13466,243,334.96,314.77
2025-09-14,Search,CA,FAC_Camp_3,12093,235,193.78,346.41
